629,Billie Eilish,bellyache
630,Band Aid,Do They Know It's Christmas?
631,Luke Combs,Refrigerator Door
632,"Khalid, 6LACK & Ty Dolla $ign",OTW
633,Post Malone,Myself
634,Playboi Carti,Wokeuplikethis* (feat. Lil Uzi Vert)
635,Bazzi,Mine
636,Ed Sheeran,Thinking Out Loud
637,Young Thug,Just How It Is
638,Jacquees,Your Peace (feat. Lil Baby)
639,Kristen Bell,The Next Right Thing
640,Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)"
641,Teyana Taylor & Kehlani,Morning
642,Frank Ocean,Thinkin Bout You
643,Adele,Someone Like You
644,Mario,Let Me Love You
645,Cardi B & Bruno Mars,Please Me
646,Tory Lanez,Best of You // Busted (feat. MÃ½a) [SKIT]
647,Billie Eilish,hostage
648,J. Cole,Power Trip (feat. Miguel)
649,Kodak Black,Tunnel Vision
650,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy)
651,J. Cole,Kevin's Heart
652,Stunna 4 Vegas,Ashley (feat. DaBaby)
653,YNW Melly,No Heart
654,Nipsey Hussle,Double Up (feat. Belly & DOM KENNEDY) [Bonus Track]
655,Juice WRLD,Desire
656,XXXTENTACION,IT'S ALL FADING TO BLACK (feat. blink-182)
657,Stevie Wonder,What Christmas Means to Me
658,Luke Combs,All Over Again
659,Flipp Dinero,Leave Me Alone
660,21 Savage,Bank Account
661,French Montana,Unforgettable (feat. Swae Lee)
662,PARTYNEXTDOOR,Come and See Me (feat. Drake)
663,Only The Family & MK,Better
664,XXXTENTACION,the remedy for a broken heart (why am I so in love)
665,NoCap,Ghetto Angels
666,Elton John,Step Into Christmas
667,Post Malone,Ball For Me (feat. Nicki Minaj)
668,Lil Tjay,Laneswitch
669,Mannheim Steamroller,Deck the Halls
670,Luke Combs,When It Rains It Pours
671,Kanye West,Everything We Need (feat. Ty Dolla $ign & Ant Clemons)
672,Luke Combs,What You See Is What You Get
673,Bad Bunny,NI BIEN NI MAL
674,Juice WRLD,10 Feet
675,Halsey,Finally // beautiful stranger
676,Frank Ocean,In My Room
677,Chance the Rapper,Handsome (feat. Megan Thee Stallion)
678,XXXTENTACION,Hot Gyal (feat. Tory Lanez & Mavado)
679,Yungeen Ace,Step Harder
680,Frank Sinatra,Mistletoe and Holly
681,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz)
682,Eminem,Lucky You (feat. Joyner Lucas)
683,Juice WRLD,Out My Way
684,Lizzo,Water Me
685,The Beach Boys,Little Saint Nick
686,Kanye West,Selah
687,Hitmaka,"Thot Box (Remix) [feat. Young MA, Dreezy, Mulatto, DreamDoll, Chinese Kitty]"
688,J. Cole,KOD
689,Lil Tjay,Decline (feat. Lil Baby)
690,Ariana Grande,God is a woman
691,Young Thug,Mannequin Challenge (feat. Juice WRLD)
692,Lil Baby,Time (feat. Meek Mill)
693,Ingrid Andress,More Hearts Than Mine
694,21 Savage,can't leave without it
695,Polo G,Dyin Breed
696,Pop Smoke,War (feat. Lil Tjay)
697,YNW Melly,Killuminati (feat. Foreign Teck)
698,Future,100 Shooters (feat. Meek Mill & Doe Boy)
699,Anuel AA & KAROL G,Secreto
700,Fabolous,Too Late (feat. Jeremih)
701,Cardi B,Be Careful
702,Khalid,8TEEN
703,Lil Uzi Vert,That's a Rack
704,Tame Impala,Posthumous Forgiveness
705,Drake,I'm Upset
706,Ozuna,FantasÃ­a
707,NLE Choppa,Shotta Flow 3
708,Carly Pearce & Lee Brice,I Hope Youâre Happy Now
709,Ed Sheeran,The A Team
710,Camila Cabello,Havana (feat. Young Thug)
711,Lil Wayne,Uproar (feat. Swizz Beatz)
712,Dominic Fike,3 Nights
713,NoCap,In 4
714,Dustin Lynch,Ridin' Roads
715,Roddy Ricch,Ricch Forever
716,Fabolous,Frenemies (feat. Josh K)
717,Pardison Fontaine,Backin' It Up (feat. Cardi B)
718,Drake,Passionfruit
719,Khalid & Normani,Love Lies
720,Gunna,Sold Out Dates (feat. Lil Baby)
721,Luke Combs,Moon Over Mexico
722,"Migos, Nicki Minaj & Cardi B",MotorSport
723,Trippie Redd,Bust Down Deux (feat. Youv Dee)
724,Bad Bunny,La Romana (feat. El Alfa)
725,Judy Garland,Have Yourself A Merry Little Christmas
726,Luke Combs,Lovin' on You
727,R3HAB & ZAYN,Flames (feat. Jungleboi)
728,Lil Uzi Vert,You Was Right
729,Juice WRLD,Rider
730,Post Malone,Internet
731,NLE Choppa,Capo
732,Travis Scott,Antidote
733,Pentatonix,"Mary, Did You Know?"
734,DaBaby,21
735,Luke Combs,Reasons
736,Imagine Dragons,Thunder
737,Jacquees,Verify (feat. Young Thug & Gunna)
738,XXXTENTACION,Eat It Up
739,Frank Ocean,Ivy
740,Lil Baby,Ready (feat. Gunna)
741,Yella Beezy,Restroom Occupied (feat. Chris Brown)
742,Trippie Redd,"Can You Rap Like Me, Pt. 2 (feat. Chris King)"
743,Camila Cabello,Bad Kind of Butterflies
744,Camila Cabello,This Love
745,Travis Scott,beibs in the trap
746,Kevin Gates,Face Down
747,Juice WRLD,Syphilis
748,Ambjaay,Uno
749,Drake,How Bout Now
750,Trippie Redd,Taking a Walk
751,Summer Walker,Girls Need Love
752,Ari Lennox,BMO
753,Only The Family & C3,On Stone
754,Sam Smith,Too Good at Goodbyes
755,Doja Cat,Candy
756,Marshmello & Roddy Ricch,Project Dreams
757,Kanye West,Use This Gospel (feat. Clipse & Kenny G)
758,Miguel,Adorn
759,Stevie Wonder,Someday at Christmas
760,Pop Smoke,Welcome to the Party
761,BROCKHAMPTON,SUGAR
762,Lil Mosey,Never Scared (feat. Trippie Redd)
763,Post Malone,Stay
764,Young Thug,Sup Mate (feat. Future)
765,Ella Fitzgerald,Baby It's Cold Outside (feat. Louis Jordan & His Tympany Five)
766,Mac Miller,Weekend (feat. Miguel)
767,SZA,Broken Clocks
768,Imagine Dragons,Believer
769,YNW Melly,Billboard
770,A Boogie wit da Hoodie,Startender (feat. Offset and Tyga)
771,Chuck Berry,Run Rudolph Run (Single Version)
772,Olivia Rodrigo,All I Want
773,Luke Combs,Nothing Like You
774,Gene Autry,Rudolph the Red-Nosed Reindeer
775,Alicia Keys,If I Ain't Got You
776,Ava Max,Sweet but Psycho
777,Gucci Mane,I Get the Bag (feat. Migos)
778,Aretha Franklin,Winter Wonderland
779,Drake,The Motto (feat. Lil Wayne) [Bonus Track]
780,"Ozuna, Mambo Kingz & DJ Luian","Solita (feat. Bad Bunny, Wisin & Almighty)"
781,French Montana,50's & 100's (feat. Juicy J)
782,"benny blanco, Halsey & Khalid",Eastside
783,Dave East,Night Shift (feat. Lil Baby)
784,Rihanna,Love on the Brain
785,Lizzo,Juice
786,Rod Wave,Paint the Sky Red
787,Burl Ives,A Holly Jolly Christmas (Single Version)
788,A$AP Rocky,Praise the Lord (Da Shine) [feat. Skepta]
789,H.E.R.,Could've Been (feat. Bryson Tiller)
790,Tory Lanez,Room 112 (feat. Slim & NYCE)
791,Post Malone,Go Flex
792,OneRepublic,Wanted
793,XXXTENTACION & Craig Xen,THE ONLY TIME I FEEL ALIVE
794,PnB Rock,Selfish
795,JhenÃ© Aiko,Triggered (Remix) [feat. 21 Savage & Summer Walker]
796,XXXTENTACION,Voss (feat. Sauce Walka & Carnage)
797,Kanye West,God Is
798,Eminem,Killshot
799,Usher & Alicia Keys,My Boo
800,Trippie Redd,Love Scars
801,The Weeknd,Die For You
802,YBN Cordae,RNP (feat. Anderson .Paak)
803,XXXTENTACION,numb the pain
804,Jhay Cortez & Ozuna,Easy (Remix)
805,Cardi B,Ring (feat. Kehlani)
806,Rihanna,Needed Me
807,Drake,From Time (feat. Jhene Aiko)
808,Chris Lane,"Big, Big Plans"
809,Lil Moser,Blueberry Faygo
810,A Boogie wit da Hoodie,Just Like Me (feat. Young Thug)
811,BlocBoy JB,Look Alive (feat. Drake)
812,Khalid,Coaster
813,5 Seconds of Summer,Youngblood
814,K. Michelle,The Rain
815,Drake,Trust Issues
816,K CAMP,Lottery
817,Ski Mask the Slump God,Foot Fungus
818,YoungBoy Never Broke Again,TTG (feat. Kevin Gates)
819,Lil Uzi Vert,Erase Your Social
820,The Weeknd,I Feel It Coming (feat. Daft Punk)
821,Ariana Grande,needy
822,DaBaby,Next Song
823,Quando Rondo,Marvelous (feat. Polo G)
824,Logic,Homicide (feat. Eminem)
825,Russ,Missin You Crazy
826,2 Chainz,"It's a Vibe (feat. Ty Dolla $ign, Trey Songz & JhenÃ© Aiko)"
827,Boosie Badazz,Nasty Nasty
828,CÃ©line Dion,O Holy Night
829,KYLE,Don't Wanna Fall In Love
830,Teyana Taylor,How You Want It? (feat. King Combs)
831,Tee Grizzley,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly)
832,Ella Mai,Shot Clock
833,Young Thug,Relationship (feat. Future)
834,Marshmello,Silence (feat. Khalid)
835,Kevin Gates,Push It
836,Luh Kel,Wrong
837,YoungBoy Never Broke Again,No Love
838,Future & Juice WRLD,Realer N Realer
839,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller)
840,Bruno Mars,Thatâs What I Like
841,"Meduza, Becky Hill & Goodboys",Lose Control
842,Drake,Jaded
843,Drake,Teenage Fever
844,Wale,Love... (Her Fault) [feat. Bryson Tiller]
845,Migos,Walk It Talk It (feat. Drake)
846,Jonas Brothers,Like It's Christmas
847,Thomas Rhett,Remember You Young
848,Post Malone,Rich & Sad
849,Young M.A,NNAN (feat. Relle Bey & Max YB)
850,NF,If You Want Love
851,Summer Walker,Session 32
852,Juice WRLD,Won't Let Go
853,Billie Eilish,my boy
854,Kanye West,All of the Lights
855,Travis Scott,ASTROTHUNDER
856,Juice WRLD,Make It Back
857,"Tyler, The Creator",See You Again (feat. Kali Uchis)
858,Rae Rae,Crash Flow (feat. Taeman)
859,NF,Let You Down
860,Moneybagg Yo,Dior (feat. Gunna)
861,Camila Cabello,Easy
862,Perry Como,(There's No Place Like) Home for the Holidays
863,Playboi Carti,Magnolia
864,DJ Khaled,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)"
865,YoungBoy Never Broke Again,Untouchable
866,Bryson Tiller,Blame
867,City Girls,You Tried It
868,Frank Sinatra,Santa Claus Is Comin' to Town
869,Lil Skies,Lust
870,Kevin Gates,Me Too
871,Lil Uzi Vert,New Patek
872,Lord Huron,The Night We Met
873,Brett Young,In Case You Didn't Know
874,Cardi B,Bartier Cardi (feat. 21 Savage)
875,Luke Combs,Does To Me (feat. Eric Church)
876,"Dreamville, Bas & JID","Costa Rica (feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask the Slump God)"
877,XXXTENTACION & Kemba,Daemons (feat. Joey Bada$$)
878,Pardison Fontaine,Take It Down (feat. Offset)
879,JhenÃ© Aiko,While We're Young
880,Luke Bryan,Knockin' Boots
881,Sech,Otro Trago (feat. Darell)
882,H.E.R.,Focus
883,Taylor Swift,ME! (feat. Brendon Urie of Panic! At the Disco)
884,Kelly Clarkson,Underneath the Tree
885,"Kendrick Lamar, SZA",All The Stars
886,J.I the Prince of N.Y,Need Me
887,Tee Grizzley,From the D to the A (feat. Lil Yachty)
888,XXXTENTACION,the interlude that never ends
889,Bruno Mars,When I Was Your Man
890,Chief Keef,Love Sosa
891,YNW Melly,Nobody's Around
892,Foster the People,Pumped Up Kicks
893,Shoreline Mafia,Nun Major
894,YoungBoy Never Broke Again,Through the Storm
895,Sech & Ozuna,Si Te Vas
896,Kevin Gates,Funny How
897,Frank Ocean,Pink + White
898,Jon Pardi,Heartache Medication
899,Post Malone,Candy Paint
900,YNW Melly,Till the End (feat. Skooly)
901,JhenÃ© Aiko,The Worst
902,Calvin Harris,Slide (feat. Frank Ocean & Migos)
903,Drake,Headlines
904,Gunna,Who You Foolin
905,Ella Mai,Naked (Bonus Track)
906,Ariana Grande,Last Christmas
907,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix]"
908,"Halsey, SUGA & BTS",SUGA's Interlude
909,Hozier,Take Me to Church
910,21 Savage & Metro Boomin,No Heart
911,Andy Williams,Happy Holiday / The Holiday Season
912,Vance Joy,Riptide
913,French Montana,Suicide Doors (feat. Gunna)
914,Bing Crosby,Jingle Bells (feat. The Andrews Sisters)
915,Khalid,Right Back (feat. A Boogie wit da Hoodie)
916,Luke Combs,Blue Collar Boys
917,French Montana,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)"
918,Ariana Grande,imagine
919,Lil Tjay,Sex Sounds
920,Fat Joe & Dre,Pullin' (feat. Lil Wayne)
921,Luke Combs,Dear Today
922,Lil Durk,Prada You
923,Kevin Gates,Say It Twice
924,Quando Rondo,Abg
925,The Neighbourhood,Sweater Weather
926,Tee Grizzley,Satish
927,YoungBoy Never Broke Again,I Came Thru
928,YNW Melly,City Girls
929,Luke Combs,One Number Away
930,Vince Guaraldi Trio,O Tannenbaum
931,Chris Lane,I Don't Know About You
932,City Girls,Twerk (feat. Cardi B)
933,"Dreamville, Ari Lennox & Omen",Got Me (feat. Ty Dolla $ign & Dreezy)
934,Aventura,ObsesiÃ³n
935,Kevin Gates,RBS Intro
936,Lil Durk,Weirdo Hoes
937,Usher,Yeah! (feat. Lil Jon & Ludacris)
938,BeyoncÃ©,Irreplaceable
939,AJ Mitchell,Slow Dance (feat. Ava Max)
940,French Montana,Montana
941,ROSALÃA & Ozuna,"Yo x Ti, Tu x Mi"
942,Estelle,American Boy (feat. Kanye West)
943,Travis Scott,HOUSTONFORNICATION
944,YNW Melly,I Ain't Lying
945,Cardi B,Press
946,"Ozuna, Anuel AA & Snoop Dogg",Patek
947,Jay Critch,Dreams In a Wraith
948,Blueface,Thotiana
949,Pink Sweat$,Honesty
950,Juice WRLD,She's the One
951,J. Cole,G.O.M.D.
952,Harry Styles,Sign of the Times
953,Bazzi,Paradise
954,Camila Cabello,Shameless
955,YoungBoy Never Broke Again,Genie
956,Thomas Rhett,Look What God Gave Her
957,Camila Cabello,Feel It Twice
958,Billie Eilish,COPYCAT
959,Doja Cat,Like That (feat. Gucci Mane)
960,Mariah Carey,We Belong Together
961,Sam Fischer,This City
962,French Montana,Salam Alaykum
963,Kygo & Whitney Houston,Higher Love
964,August Alsina,Today
965,"DJ Luian, Mambo Kingz & Anuel AA","Verte Ir (feat. Nicky Jam, Darell & Brytiago)"
966,Drake,Best I Ever Had
967,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)"
968,Kendrick Lamar,DNA.
969,Lil Dicky,Freaky Friday (feat. Chris Brown)
970,John Legend,All of Me
971,Illenium & Jon Bellion,Good Things Fall Apart
972,Lil Mosey,Live This Wild
973,Kane Brown,What Ifs (feat. Lauren Alaina)
974,Outkast,Ms. Jackson
975,Quin NFN,Poles (feat. NLE Choppa)
976,Kanye West,Water (feat. Ant Clemons)
977,Kacey Musgraves,All Is Found (Kacey Musgraves Version)
978,Future & Juice WRLD,Jet Lag (feat. Young Scooter)
979,Drake,After Dark (feat. Static Major & Ty Dolla $ign)
980,Ashnikko,STUPID (feat. Yung Baby Tate)
981,YNW Melly,772 Love
982,Yo Gotti,Put a Date on It (feat. Lil Baby)
983,Luke Bryan,What She Wants Tonight
984,Meek Mill,Uptown Vibes (feat. Fabolous & Anuel AA)
985,Ella Mai,Boo'd Up
986,Kanye West,All Mine
987,Daddy Yankee,Con Calma (feat. Snow)
988,Billie Eilish,ilomilo
989,Coldplay,Orphans
990,Kanye West,Stronger
991,Lil Durk,Home Body (feat. Gunna & TK Kravitz)
992,Luis Fonsi & Daddy Yankee,Despacito (feat. Justin Bieber) [Remix]
993,Morgan Wallen,Up Down (feat. Florida Georgia Line)
994,"Ozuna, Daddy Yankee & J Balvin","Baila Baila Baila (feat. Daddy Yankee, J Balvin, Farruko & Anuel AA) [Remix]"
995,Josh Groban,Little Drummer Boy
996,Travis Scott,5% TINT
997,Kina,Can We Kiss Forever? (feat. Adriana Proenza)
998,Blueface,Daddy (feat. Rich The Kid)
999,Lady Gaga,Always Remember Us This Way
1000,Taylor Swift,The Man
1001,YoungBoy Never Broke Again,No Mentions
1002,Nipsey Hussle,Hussle & Motivate
1003,Travis Scott,90210 (feat. Kacy Hill)
1004,Childish Gambino,3005
1005,Travis Scott,SKELETONS
1006,Daddy Yankee,Que Tire Pa Lante
1007,Illenium & X Ambassadors,In Your Arms
1008,A Boogie wit da Hoodie,Love Drugs and Sex
1009,Quality Control & Takeoff,Bless Em (feat. Travis Scott)
1010,Billie Eilish,bitches broken hearts
1011,Lil Nas X & Cardi B,Rodeo
1012,Kendrick Lamar,LOYALTY. (FEAT. RIHANNA.)
1013,Panic! At the Disco,"Hey Look Ma, I Made It"
1014,BeyoncÃ©,Halo
1015,Quando Rondo,Imperfect Flower
1016,Drake,Fake Love
1017,Drake,All Me (feat. 2 Chainz & Big Sean)
1018,Eminem,Love the Way You Lie (feat. Rihanna)
1019,Drake,Controlla
1020,Lil Skies,Nowadays (feat. Landon Cube)
1021,Pentatonix,Deck the Halls
1022,Camila Cabello,Used to This
1023,Kanye West,Every Hour (feat. Sunday Service Choir)
1024,Ozuna,Amor Genuino
1025,Queen Naija,Medicine
1026,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)"
1027,Eminem,'Till I Collapse (feat. Nate Dogg)
1028,Lil Keed,HBS
1029,Queen Naija,Butterflies
1030,Drake,Portland (feat. Quavo & Travis Scott)
1031,Lauv,I Like Me Better
1032,J. Cole,Neighbors
1033,Shawn Mendes,If I Can't Have You
1034,YNW Melly,100K
1035,Natanael Cano,Ella (feat. Junior H)
1036,Trippie Redd,Love Scars 3
1037,YNW Melly,My Slime
1038,Luke Combs,Every Little Bit Helps
1039,Travis Scott,R.I.P. SCREW
1040,Lewis Capaldi,Hold Me While You Wait
1041,Normani,Motivation
1042,Haiti Babii,Change Ya Life
1043,Camila Cabello,Liar
1044,Migos,Slippery (feat. Gucci Mane)
1045,Tyler Childers,Feathered Indians
1046,Lil Peep,Save That S**t
1047,Gunna,3 Headed Snake (feat. Young Thug)
1048,Bad Bunny,Si EstuviÃ©semos Juntos
1049,Camila Cabello,Dream of You
1050,Brett Young,Mercy
1051,Drake,"Hold On, We're Going Home (feat. Majid Jordan)"
1052,Cody Johnson,Nothin' on You
1053,Nipsey Hussle,Grinding All My Life
1054,AC/DC,Back In Black
1055,Kanye West,Hands On (feat. Fred Hammond)
1056,Josh Groban,The First NoÃ«l (with Faith Hill)
1057,Young Thug,Lil Baby
1058,Rihanna,Work (feat. Drake)
1059,Trippie Redd,BANG!
1060,The Weeknd,Often
1061,Blake Shelton,Hell Right (feat. Trace Adkins)
1062,Brett Young,Catch
1063,Post Malone,Spoil My Night (feat. Swae Lee)
1064,6LACK,PRBLMS
1065,YoungBoy Never Broke Again,Solar Eclipse
1066,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby]
1067,"Ozuna, Diddy & DJ Snake",Eres Top
1068,Luke Combs,New Every Day
1069,Alessia Cara,Out of Love
1070,Russ,What They Want
1071,Young Thug,Light It Up
1072,The Chainsmokers & Coldplay,Something Just Like This
1073,Ariana Grande,breathin
1074,J Balvin,Blanco
1075,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale)
1076,Anuel AA & Romeo Santos,Ella Quiere Beber (Remix)
1077,Walker Hayes,Don't Let Her
1078,Bad Bunny,Solo de MÃ­
1079,NF,Lie
1080,XXXTENTACION,Look At Me!
1081,Drake,HYFR (Hell Ya F*****g Right) [feat. Lil Wayne]
1082,Only The Family & Otf Ikey,Bad Bitch
1083,AminÃ©,Caroline
1084,Eagles,Hotel California
1085,Camila Cabello,First Man
1086,Nipsey Hussle,Victory Lap (feat. Stacy Barthe)
1087,Drake,The Motion
1088,Jacquees,You
1089,Nipsey Hussle,Dedication (feat. Kendrick Lamar)
1090,Drake,One Dance (feat. Wizkid & Kyla)
1091,Kevin Gates,Fly Again
1092,French Montana,Wiggle It (feat. City Girls)
1093,Polo G,Pop Out Again (feat. Lil Baby & Gunna)
1094,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)"
1095,Elmo & Patsy,Grandma Got Run Over By a Reindeer
1096,Nipsey Hussle,Last Time That I Checcâd (feat. YG)
1097,Saweetie,My Type (feat. City Girls & JhenÃ© Aiko) [Remix]
1098,Lil Tjay,Post To Be (feat. Rileyy Lanez)
1099,Drake,Crew Love (feat. The Weeknd)
1100,*NSYNC,"Merry Christmas, Happy Holidays"
1101,Ozuna,Hasta Que Salga el Sol
1102,The Weeknd,Wicked Games
1103,Halsey,Bad at Love
1104,Lil Baby,Toast Up (feat. Ali Tomineek & Shad On The Beat)
1105,DaBaby,Pony
1106,Doja Cat,Say So
1107,Taylor Swift,Cruel Summer
1108,Drake & Michael Jackson,Don't Matter To Me
1109,Panic! At the Disco,I Write Sins Not Tragedies
1110,Snoop Dogg & Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)"
1111,Big Sean,Bezerk (feat. A$AP Ferg & Hit-Boy)
1112,"DJ Luian, Mambo Kingz & Farruko","MÃºsica (feat. Myke Towers, Darell & ArcÃ¡ngel)"
1113,Drake,Fire & Desire
1114,Bad Bunny,Soy Peor
1115,Cardi B,Thru Your Phone
1116,Lil Baby & Gunna,Off White VLONE (feat. Lil Durk & NAV)
1117,Ariana Grande,NASA
1118,Ty Dolla $ign,Purple Emoji (feat. J. Cole)
1119,Travis Scott,STOP TRYING TO BE GOD
1120,blackbear,do re mi
1121,Ari Lennox & J. Cole,Shea Butter Baby
1122,Kevin Gates,Let It Go
1123,Rich The Kid,Splashin
1124,Rod Wave,How Would You Feel
1125,TLC,No Scrubs
1126,Luh Kel,Pull Up
1127,Polo G,Effortless
1128,A$AP Ferg,Plain Jane
1129,Meek Mill,All Eyes On You (feat. Chris Brown & Nicki Minaj)
1130,Miguel,Sure Thing
1131,Migos,Stir Fry
1132,Bad Bunny,Otra Noche en Miami
1133,Lil Uzi Vert,Ps & Qs
1134,Eminem,Lose Yourself
1135,A$AP Rocky,L$D
1136,Lil Peep,Star Shopping
1137,XXXTENTACION,introduction
1138,5 Seconds of Summer,Teeth
1139,NF,When I Grow Up
1140,The Kid LAROI,Let Her Go
1141,XXXTENTACION,BAD!
1142,JayDaYoungan,Thot Thot
1143,Queen,Bohemian Rhapsody
1144,XXXTENTACION,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)"
1145,Taylor Swift,I Forgot That You Existed
1146,Drake & Future,Jumpman
1147,DaBaby,Walker Texas Ranger
1148,Maluma,11 PM
1149,J. Cole,Love Yourz
1150,Russ,Ain't Nobody Takin My Baby
1151,J.I the Prince of N.Y,Love Won't Change
1152,Khalid,Saved
1153,Rauw Alejandro & Farruko,FantasÃ­as
1154,Bruno Mars,24K Magic
1155,Drake,Take Care (feat. Rihanna)
1156,Smokepurpp,Audi II
1157,Gunna,Same Yung N***a (feat. Playboi Carti)
1158,Shaggy,It Wasn't Me (feat. Ricardo Ducent)
1159,NoCap,What You Know
1160,Drake,Can't Take a Joke
1161,PARTYNEXTDOOR,Break From Toronto
1162,Florida Georgia Line,Talk You Out of It
1163,Pentatonix,Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)
1164,Future & Juice WRLD,Hard Work Pays Off
1165,Bryce Vine,La La Land (feat. YG)
1166,Adele,Rolling in the Deep
1167,Queen Naija,Good Morning Text
1168,Alicia Keys,No One
1169,Only The Family,No Auto Durk (feat. Lil Durk)
1170,Anuel AA & Haze,Amanece
1171,Kodak Black,Transportin'
1172,Polo G,Battle Cry
1173,The Weeknd,Wasted Times
1174,Ski Mask the Slump God,Carbonated Water
1175,Young Dolph & Key Glock,Water on Water on Water
1176,Frank Ocean,Self Control
1177,"Jay Rock, Kendrick Lamar, Future, James Blake",King's Dead
1178,Travis Scott,CAROUSEL
1179,YNW Melly,I'm a Star
1180,Ozuna,Te SoÃ±Ã© de Nuevo
1181,Kodak Black,MoshPit (feat. Juice WRLD)
1182,JayDaYoungan,Elimination
1183,Lil Uzi Vert,Do What I Want
1184,Passenger,Let Her Go
1185,Major Lazer,Que Calor (feat. J Balvin & El Alfa)
1186,Burna Boy,Ye
1187,H.E.R.,Every Kind of Way
1188,Ariana Grande,no tears left to cry
1189,Jimmie Allen,Make Me Want To
1190,Mac Miller,Hurt Feelings
1191,LINKIN PARK,In the End
1192,Post Malone,Paranoid
1193,iann dior,Strings (feat. Gunna)
1194,Kodak Black,Too Many Years (feat. PnB Rock)
1195,Young Thug,Big Tipper (feat. Lil Keed)
1196,"Calvin Harris, Dua Lipa",One Kiss
1197,Bad Bunny,Caro
1198,Mitchell Tenpenny,Anything She Says (feat. Seaforth)
1199,Carrie Underwood,Drinking Alone
1200,Ozuna,La Modelo (feat. Cardi B)
1201,Labrinth,Still Don't Know My Name
1202,03 Greedo,Trap House (feat. Shoreline Mafia)
1203,Helene Fischer,Rudolph The Red-Nosed Reindeer
1204,J. Cole,Apparently
1205,Luke Combs,Must've Never Met You
1206,"Nat ""King"" Cole",The Christmas Song (Merry Christmas to You)
1207,SimxSantana,FLEXIN N' FLASHIN
1208,Lil Tjay,Dream That I Had
1209,Nicky Jam & Anuel AA,Whine Up
1210,Billie Eilish,8
1211,Polo G,Chosen 1
1212,iann dior,gone girl (feat. Trippie Redd)
1213,Metallica,Enter Sandman
1214,Bad Bunny,Estamos Bien
1215,Pedro CapÃ³ & Farruko,Calma (Remix)
1216,YoungBoy Never Broke Again,You the One
1217,Sean Kingston,Beautiful Girls
1218,Maroon 5,She Will Be Loved
1219,HARDY,One Beer (feat. Lauren Alaina & Devin Dawson)
1220,DRAM,Broccoli (feat. Lil Yachty)
1221,Future & Juice WRLD,Ain't Livin Right (feat. Gunna)
1222,Miley Cyrus,Slide Away
1223,Travis Scott,WHO? WHAT!
1224,French Montana,What It look Like
1225,Frank Ocean,Nikes
1226,Rex Orange County,Best Friend
1227,G-Eazy & Halsey,Him & I
1228,Big Sean,I Don't F**k With You (feat. E-40)
1229,YNW Melly,Mama Cry
1230,Chris Brown,"Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black)"
1231,Loud Luxury,Body (feat. brando)
1232,Adele,Hello
1233,DJ Khaled,Just Us (feat. SZA)
1234,Fetty Wap,Trap Queen
1235,Frank Ocean,DHL
1236,Logic,1-800-273-8255 (feat. Alessia Cara & Khalid)
1237,Imagine Dragons,Whatever It Takes
1238,Kendrick Lamar,A.D.H.D
1239,Curlybamm,Song to You (feat. Jayygoinup)
1240,"Ariana Grande, Miley Cyrus & Lana Del Rey",Don't Call Me Angel (Charlie's Angels)
1241,Young Thug,Digits
1242,Kevin Gates,Luv Bug
1243,P!nk,Love Me Anyway (feat. Chris Stapleton)
1244,Playboi Carti,Long Time (Intro)
1245,Calum Scott,Dancing On My Own
1246,Drake,Blue Tint
1247,Rex Orange County,Loving Is Easy (feat. Benny Sings)
1248,Quality Control & Lil Baby,Back On
1249,Famous Dex,PICK IT UP (feat. A$AP Rocky)
1250,Hippie Sabotage,Devil Eyes
1251,John Legend,What Christmas Means to Me (feat. Stevie Wonder)
1252,Bryson Tiller,Right My Wrongs
1253,Jason Aldean,We Back
1254,Future & Juice WRLD,Astronauts
1255,Machine Gun Kelly,Candy (feat. Trippie Redd)
1256,J. Cole,ATM
1257,Travis Scott,through the late night
1258,Megan Thee Stallion,Realer
1259,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock)
1260,Mac Miller,Come Back to Earth
1261,Camila Cabello,Cry for Me
1262,Bruno Mars,Finesse (Remix) [feat. Cardi B]
1263,The Waitresses,Christmas Wrapping (Single Edit)
